t,r,y,u,e,e_pp,k_e,estado_id,idx_lut,Gc,Gct,mu1,lambda2,xI,xF,d_term,estado_nome
8.290000000000001,0.0,0.0,0.0,0.0,0.0,0.95,13,13,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,Indeterminado +
8.3,0.0,0.0,0.0,0.0,0.0,0.95,13,13,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,Indeterminado +
8.31,0.0,0.0,0.0,0.0,0.0,0.95,13,13,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,Indeterminado +
8.32,0.0,0.0,0.0,0.0,0.0,0.95,13,13,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,Indeterminado +
8.33,0.0,0.0,0.0,0.0,0.0,0.95,13,13,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,Indeterminado +
8.34,0.0,0.0,0.0,0.0,0.0,0.95,13,13,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,Indeterminado +
8.35,0.0,0.0,0.0,0.0,0.0,0.95,13,13,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,Indeterminado +
8.36,0.0,0.0,0.0,0.0,0.0,0.95,13,13,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,Indeterminado +
8.370000000000001,0.0,0.0,0.0,0.0,0.0,0.95,13,13,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,Indeterminado +
8.38,0.0,0.0,0.0,0.0,0.0,0.95,13,13,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,Indeterminado +
8.39,0.0,0.0,0.0,0.0,0.0,0.95,13,13,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,Indeterminado +
8.4,0.0,0.0,0.0,0.0,0.0,0.95,13,13,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,Indeterminado +
8.41,0.0,0.0,0.0,0.0,0.0,0.95,13,13,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,Indeterminado +
8.42,0.0,0.0,0.0,0.0,0.0,0.95,13,13,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,Indeterminado +
8.43,0.0,0.0,0.0,0.0,0.0,0.95,13,13,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,Indeterminado +
8.44,0.0,0.0,0.0,0.0,0.0,0.95,13,13,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,Indeterminado +
8.45,0.0,0.0,0.0,0.0,0.0,0.95,13,13,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,Indeterminado +
8.46,0.0,0.0,0.0,0.0,0.0,0.95,13,13,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,Indeterminado +
8.47,0.0,0.0,0.0,0.0,0.0,0.95,13,13,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,Indeterminado +
8.48,0.0,0.0,0.0,0.0,0.0,0.95,13,13,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,Indeterminado +
8.49,0.0,0.0,0.0,0.0,0.0,0.95,13,13,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,Indeterminado +
8.5,0.0,0.0,0.0,0.0,0.0,0.95,13,13,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,Indeterminado +
8.51,0.0,0.0,0.0,0.0,0.0,0.95,13,13,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,Indeterminado +
8.52,0.0,0.0,0.0,0.0,0.0,0.95,13,13,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,Indeterminado +
8.53,0.0,0.0,0.0,0.0,0.0,0.95,13,13,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,Indeterminado +
8.540000000000001,0.0,0.0,0.0,0.0,0.0,0.95,13,13,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,Indeterminado +
8.55,0.0,0.0,0.0,0.0,0.0,0.95,13,13,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,Indeterminado +
8.56,0.0,0.0,0.0,0.0,0.0,0.95,13,13,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,Indeterminado +
8.57,0.0,0.0,0.0,0.0,0.0,0.95,13,13,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,Indeterminado +
8.58,0.0,0.0,0.0,0.0,0.0,0.95,13,13,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,Indeterminado +
8.59,0.0,0.0,0.0,0.0,0.0,0.95,13,13,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,Indeterminado +
8.6,0.0,0.0,0.0,0.0,0.0,0.95,13,13,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,Indeterminado +
8.61,0.0,0.0,0.0,0.0,0.0,0.95,13,13,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,Indeterminado +
8.620000000000001,0.0,0.0,0.0,0.0,0.0,0.95,13,13,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,Indeterminado +
8.63,0.0,0.0,0.0,0.0,0.0,0.95,13,13,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,Indeterminado +
8.64,0.0,0.0,0.0,0.0,0.0,0.95,13,13,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,Indeterminado +
8.65,0.0,0.0,0.0,0.0,0.0,0.95,13,13,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,Indeterminado +
8.66,0.0,0.0,0.0,0.0,0.0,0.95,13,13,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,Indeterminado +
8.67,0.0,0.0,0.0,0.0,0.0,0.95,13,13,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,Indeterminado +
8.68,0.0,0.0,0.0,0.0,0.0,0.95,13,13,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,Indeterminado +
8.69,0.0,0.0,0.0,0.0,0.0,0.95,13,13,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,Indeterminado +
8.700000000000001,0.0,0.0,0.0,0.0,0.0,0.95,13,13,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,Indeterminado +
8.71,0.0,0.0,0.0,0.0,0.0,0.95,13,13,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,Indeterminado +
8.72,0.0,0.0,0.0,0.0,0.0,0.95,13,13,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,Indeterminado +
8.73,0.0,0.0,0.0,0.0,0.0,0.95,13,13,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,Indeterminado +
8.74,0.0,0.0,0.0,0.0,0.0,0.95,13,13,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,Indeterminado +
8.75,0.0,0.0,0.0,0.0,0.0,0.95,13,13,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,Indeterminado +
8.76,0.0,0.0,0.0,0.0,0.0,0.95,13,13,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,Indeterminado +
8.77,0.0,0.0,0.0,0.0,0.0,0.95,13,13,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,Indeterminado +
8.78,0.0,0.0,0.0,0.0,0.0,0.95,13,13,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,Indeterminado +
8.790000000000001,0.0,0.0,0.0,0.0,0.0,0.95,13,13,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,Indeterminado +
8.8,0.0,0.0,0.0,0.0,0.0,0.95,13,13,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,Indeterminado +
8.81,0.0,0.0,0.0,0.0,0.0,0.95,13,13,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,Indeterminado +
8.82,0.0,0.0,0.0,0.0,0.0,0.95,13,13,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,Indeterminado +
8.83,0.0,0.0,0.0,0.0,0.0,0.95,13,13,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,Indeterminado +
8.84,0.0,0.0,0.0,0.0,0.0,0.95,13,13,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,Indeterminado +
8.85,0.0,0.0,0.0,0.0,0.0,0.95,13,13,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,Indeterminado +
8.86,0.0,0.0,0.0,0.0,0.0,0.95,13,13,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,Indeterminado +
8.870000000000001,0.0,0.0,0.0,0.0,0.0,0.95,13,13,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,Indeterminado +
8.88,0.0,0.0,0.0,0.0,0.0,0.95,13,13,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,Indeterminado +
8.89,0.0,0.0,0.0,0.0,0.0,0.95,13,13,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,Indeterminado +
8.9,0.0,0.0,0.0,0.0,0.0,0.95,13,13,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,Indeterminado +
8.91,0.0,0.0,0.0,0.0,0.0,0.95,13,13,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,Indeterminado +
8.92,0.0,0.0,0.0,0.0,0.0,0.95,13,13,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,Indeterminado +
8.93,0.0,0.0,0.0,0.0,0.0,0.95,13,13,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,Indeterminado +
8.94,0.0,0.0,0.0,0.0,0.0,0.95,13,13,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,Indeterminado +
8.950000000000001,0.0,0.0,0.0,0.0,0.0,0.95,13,13,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,Indeterminado +
8.96,0.0,0.0,0.0,0.0,0.0,0.95,13,13,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,Indeterminado +
8.97,0.0,0.0,0.0,0.0,0.0,0.95,13,13,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,Indeterminado +
8.98,0.0,0.0,0.0,0.0,0.0,0.95,13,13,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,Indeterminado +
8.99,0.0,0.0,0.0,0.0,0.0,0.95,13,13,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,Indeterminado +
9.0,0.0,0.0,0.0,0.0,0.0,0.95,13,13,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,Indeterminado +
9.01,0.0,0.0,0.0,0.0,0.0,0.95,13,13,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,Indeterminado +
9.02,0.0,0.0,0.0,0.0,0.0,0.95,13,13,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,Indeterminado +
9.03,0.0,0.0,0.0,0.0,0.0,0.95,13,13,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,Indeterminado +
9.040000000000001,0.0,0.0,0.0,0.0,0.0,0.95,13,13,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,Indeterminado +
9.05,0.0,0.0,0.0,0.0,0.0,0.95,13,13,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,Indeterminado +
9.06,0.0,0.0,0.0,0.0,0.0,0.95,13,13,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,Indeterminado +
9.07,0.0,0.0,0.0,0.0,0.0,0.95,13,13,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,Indeterminado +
9.08,0.0,0.0,0.0,0.0,0.0,0.95,13,13,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,Indeterminado +
9.09,0.0,0.0,0.0,0.0,0.0,0.95,13,13,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,Indeterminado +
9.1,0.0,0.0,0.0,0.0,0.0,0.95,13,13,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,Indeterminado +
9.11,0.0,0.0,0.0,0.0,0.0,0.95,13,13,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,Indeterminado +
9.120000000000001,0.0,0.0,0.0,0.0,0.0,0.95,13,13,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,Indeterminado +
9.13,0.0,0.0,0.0,0.0,0.0,0.95,13,13,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,Indeterminado +
9.14,0.0,0.0,0.0,0.0,0.0,0.95,13,13,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,Indeterminado +
9.15,0.0,0.0,0.0,0.0,0.0,0.95,13,13,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,Indeterminado +
9.16,0.0,0.0,0.0,0.0,0.0,0.95,13,13,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,Indeterminado +
9.17,0.0,0.0,0.0,0.0,0.0,0.95,13,13,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,Indeterminado +
9.18,0.0,0.0,0.0,0.0,0.0,0.95,13,13,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,Indeterminado +
9.19,0.0,0.0,0.0,0.0,0.0,0.95,13,13,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,Indeterminado +
9.200000000000001,0.0,0.0,0.0,0.0,0.0,0.95,13,13,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,Indeterminado +
9.21,0.0,0.0,0.0,0.0,0.0,0.95,13,13,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,Indeterminado +
9.22,0.0,0.0,0.0,0.0,0.0,0.95,13,13,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,Indeterminado +
9.23,0.0,0.0,0.0,0.0,0.0,0.95,13,13,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,Indeterminado +
9.24,0.0,0.0,0.0,0.0,0.0,0.95,13,13,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,Indeterminado +
9.25,0.0,0.0,0.0,0.0,0.0,0.95,13,13,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,Indeterminado +
9.26,0.0,0.0,0.0,0.0,0.0,0.95,13,13,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,Indeterminado +
9.27,0.0,0.0,0.0,0.0,0.0,0.95,13,13,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,Indeterminado +
9.28,0.0,0.0,0.0,0.0,0.0,0.95,13,13,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,Indeterminado +
9.290000000000001,0.0,0.0,0.0,0.0,0.0,0.95,13,13,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,Indeterminado +
9.3,0.0,0.0,0.0,0.0,0.0,0.95,13,13,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,Indeterminado +
9.31,0.0,0.0,0.0,0.0,0.0,0.95,13,13,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,Indeterminado +
9.32,0.0,0.0,0.0,0.0,0.0,0.95,13,13,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,Indeterminado +
9.33,0.0,0.0,0.0,0.0,0.0,0.95,13,13,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,Indeterminado +
9.34,0.0,0.0,0.0,0.0,0.0,0.95,13,13,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,Indeterminado +
9.35,0.0,0.0,0.0,0.0,0.0,0.95,13,13,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,Indeterminado +
9.36,0.0,0.0,0.0,0.0,0.0,0.95,13,13,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,Indeterminado +
9.370000000000001,0.0,0.0,0.0,0.0,0.0,0.95,13,13,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,Indeterminado +
9.38,0.0,0.0,0.0,0.0,0.0,0.95,13,13,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,Indeterminado +
9.39,0.0,0.0,0.0,0.0,0.0,0.95,13,13,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,Indeterminado +
9.4,0.0,0.0,0.0,0.0,0.0,0.95,13,13,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,Indeterminado +
9.41,0.0,0.0,0.0,0.0,0.0,0.95,13,13,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,Indeterminado +
9.42,0.0,0.0,0.0,0.0,0.0,0.95,13,13,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,Indeterminado +
9.43,0.0,0.0,0.0,0.0,0.0,0.95,13,13,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,Indeterminado +
9.44,0.0,0.0,0.0,0.0,0.0,0.95,13,13,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,Indeterminado +
9.450000000000001,0.0,0.0,0.0,0.0,0.0,0.95,13,13,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,Indeterminado +
9.46,0.0,0.0,0.0,0.0,0.0,0.95,13,13,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,Indeterminado +
9.47,0.0,0.0,0.0,0.0,0.0,0.95,13,13,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,Indeterminado +
9.48,0.0,0.0,0.0,0.0,0.0,0.95,13,13,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,Indeterminado +
9.49,0.0,0.0,0.0,0.0,0.0,0.95,13,13,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,Indeterminado +
9.5,0.0,0.0,0.0,0.0,0.0,0.95,13,13,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,Indeterminado +
9.51,0.0,0.0,0.0,0.0,0.0,0.95,13,13,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,Indeterminado +
9.52,0.0,0.0,0.0,0.0,0.0,0.95,13,13,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,Indeterminado +
9.53,0.0,0.0,0.0,0.0,0.0,0.95,13,13,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,Indeterminado +
9.540000000000001,0.0,0.0,0.0,0.0,0.0,0.95,13,13,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,Indeterminado +
9.55,0.0,0.0,0.0,0.0,0.0,0.95,13,13,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,Indeterminado +
9.56,0.0,0.0,0.0,0.0,0.0,0.95,13,13,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,Indeterminado +
9.57,0.0,0.0,0.0,0.0,0.0,0.95,13,13,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,Indeterminado +
9.58,0.0,0.0,0.0,0.0,0.0,0.95,13,13,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,Indeterminado +
9.59,0.0,0.0,0.0,0.0,0.0,0.95,13,13,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,Indeterminado +
9.6,0.0,0.0,0.0,0.0,0.0,0.95,13,13,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,Indeterminado +
9.61,0.0,0.0,0.0,0.0,0.0,0.95,13,13,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,Indeterminado +
9.620000000000001,0.0,0.0,0.0,0.0,0.0,0.95,13,13,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,Indeterminado +
9.63,0.0,0.0,0.0,0.0,0.0,0.95,13,13,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,Indeterminado +
9.64,0.0,0.0,0.0,0.0,0.0,0.95,13,13,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,Indeterminado +
9.65,0.0,0.0,0.0,0.0,0.0,0.95,13,13,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,Indeterminado +
9.66,0.0,0.0,0.0,0.0,0.0,0.95,13,13,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,Indeterminado +
9.67,0.0,0.0,0.0,0.0,0.0,0.95,13,13,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,Indeterminado +
9.68,0.0,0.0,0.0,0.0,0.0,0.95,13,13,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,Indeterminado +
9.69,0.0,0.0,0.0,0.0,0.0,0.95,13,13,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,Indeterminado +
9.700000000000001,0.0,0.0,0.0,0.0,0.0,0.95,13,13,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,Indeterminado +
9.71,0.0,0.0,0.0,0.0,0.0,0.95,13,13,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,Indeterminado +
9.72,0.0,0.0,0.0,0.0,0.0,0.95,13,13,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,Indeterminado +
9.73,0.0,0.0,0.0,0.0,0.0,0.95,13,13,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,Indeterminado +
9.74,0.0,0.0,0.0,0.0,0.0,0.95,13,13,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,Indeterminado +
9.75,0.0,0.0,0.0,0.0,0.0,0.95,13,13,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,Indeterminado +
9.76,0.0,0.0,0.0,0.0,0.0,0.95,13,13,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,Indeterminado +
9.77,0.0,0.0,0.0,0.0,0.0,0.95,13,13,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,Indeterminado +
9.78,0.0,0.0,0.0,0.0,0.0,0.95,13,13,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,Indeterminado +
9.790000000000001,0.0,0.0,0.0,0.0,0.0,0.95,13,13,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,Indeterminado +
9.8,0.0,0.0,0.0,0.0,0.0,0.95,13,13,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,Indeterminado +
9.81,0.0,0.0,0.0,0.0,0.0,0.95,13,13,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,Indeterminado +
9.82,0.0,0.0,0.0,0.0,0.0,0.95,13,13,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,Indeterminado +
9.83,0.0,0.0,0.0,0.0,0.0,0.95,13,13,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,Indeterminado +
9.84,0.0,0.0,0.0,0.0,0.0,0.95,13,13,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,Indeterminado +
9.85,0.0,0.0,0.0,0.0,0.0,0.95,13,13,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,Indeterminado +
9.86,0.0,0.0,0.0,0.0,0.0,0.95,13,13,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,Indeterminado +
9.870000000000001,0.0,0.0,0.0,0.0,0.0,0.95,13,13,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,Indeterminado +
9.88,0.0,0.0,0.0,0.0,0.0,0.95,13,13,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,Indeterminado +
9.89,0.0,0.0,0.0,0.0,0.0,0.95,13,13,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,Indeterminado +
9.9,0.0,0.0,0.0,0.0,0.0,0.95,13,13,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,Indeterminado +
9.91,0.0,0.0,0.0,0.0,0.0,0.95,13,13,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,Indeterminado +
9.92,0.0,0.0,0.0,0.0,0.0,0.95,13,13,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,Indeterminado +
9.93,0.0,0.0,0.0,0.0,0.0,0.95,13,13,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,Indeterminado +
9.94,0.0,0.0,0.0,0.0,0.0,0.95,13,13,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,Indeterminado +
9.950000000000001,0.0,0.0,0.0,0.0,0.0,0.95,13,13,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,Indeterminado +
9.96,0.0,0.0,0.0,0.0,0.0,0.95,13,13,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,Indeterminado +
9.97,0.0,0.0,0.0,0.0,0.0,0.95,13,13,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,Indeterminado +
9.98,0.0,0.0,0.0,0.0,0.0,0.95,13,13,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,Indeterminado +
9.99,0.0,0.0,0.0,0.0,0.0,0.95,13,13,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,Indeterminado +
10.0,1.0,2.1492853889882942e-11,1.9499999999795818,0.9999999999785072,1.949999999958089,1.95,10,10,-0.9999999999785072,2.1492807533718405e-11,2.1492853889882942e-11,1.0,2.1492853889882942e-11,2.1492853817645746e-09,0.0,Falso
10.01,1.0,0.019311104796752424,1.931654450443085,0.9806888952032475,1.9123433456463326,1.95,10,10,-0.9806888952032475,0.019311104796752465,0.019311104796752424,1.0,0.019311104796752424,1.218743940204333,0.0,Falso
10.02,1.0,0.03824929083933309,1.9136631737026335,0.961750709160667,1.8754138828633005,1.95,10,10,-0.961750709160667,0.03824929083933304,0.03824929083933309,1.0,0.03824929083933309,1.643559487786291,0.0,Falso
10.03,1.0,0.056821759586308994,1.8960193283930065,0.943178240413691,1.8391975688066975,1.95,10,10,-0.943178240413691,0.05682175958630897,0.056821759586308994,1.0,0.056821759586308994,1.7767595948683486,0.0,Falso
10.040000000000001,1.0,0.07503557344271027,1.878716205229425,0.9249644265572897,1.803680631786715,1.95,10,10,-0.9249644265572897,0.07503557344271017,0.07503557344271027,1.0,0.07503557344271027,1.8031260957437572,0.0,Falso
10.05,1.0,0.0928976584307131,1.8617472244908226,0.9071023415692869,1.7688495660601096,1.95,10,10,-0.9071023415692869,0.09289765843071307,0.0928976584307131,1.0,0.0928976584307131,1.7906278106438411,-0.0,Falso
10.06,1.0,0.11041480682336463,1.8451059335178037,0.8895851931766354,1.7346911266944391,1.95,10,10,-0.8895851931766354,0.11041480682336458,0.11041480682336463,1.0,0.11041480682336463,1.764260641324535,-0.0,Falso
10.07,1.0,0.12759367972741117,1.8287860042589592,0.8724063202725888,1.7011923245315481,1.95,10,10,-0.8724063202725888,0.1275936797274111,0.12759367972741117,1.0,0.12759367972741117,1.7332117834483607,-0.0,Falso
10.08,1.0,0.1444408096162634,1.81278123086455,0.8555591903837366,1.6683404212482864,1.95,10,10,-0.8555591903837366,0.1444408096162635,0.1444408096162634,1.0,0.1444408096162634,1.7008528975482506,-0.0,Falso
10.09,1.0,0.1609626028140613,1.797085527326642,0.8390373971859387,1.6361229245125806,1.95,10,10,-0.8390373971859387,0.16096260281406138,0.1609626028140613,1.0,0.1609626028140613,1.6684163900723021,-0.0,Falso
10.1,1.0,0.17716534193177047,1.781692925164818,0.8228346580682295,1.6045275832330474,1.95,10,10,-0.8228346580682295,0.17716534193177047,0.17716534193177047,1.0,0.17716534193177047,1.6363478350047669,-0.0,Falso
10.11,1.0,0.19305518825619472,1.7665975711566149,0.8069448117438053,1.5735423829004203,1.95,10,10,-0.8069448117438053,0.19305518825619483,0.19305518825619472,1.0,0.19305518825619472,1.6048034810144969,-0.0,Falso
10.120000000000001,1.0,0.20863818409290455,1.7517937251117406,0.7913618159070954,1.543155541018836,1.95,10,10,-0.7913618159070954,0.20863818409290458,0.20863818409290455,1.0,0.20863818409290455,1.5738333107513955,-0.0,Falso
10.13,1.0,0.22392025506367666,1.7372757576895073,0.7760797449363234,1.5133555026258305,1.95,10,10,-0.7760797449363234,0.22392025506367674,0.22392025506367666,1.0,0.22392025506367666,1.5434483379659554,-0.0,Falso
10.14,1.0,0.2389072123606496,1.7230381482573827,0.7610927876393504,1.4841309358967332,1.95,10,10,-0.7610927876393504,0.2389072123606497,0.2389072123606496,1.0,0.2389072123606496,1.513645400737371,-0.0,Falso
10.15,1.0,0.2536047549557803,1.7090754827920087,0.7463952450442197,1.4554707278362284,1.95,10,10,-0.7463952450442197,0.2536047549557803,0.2536047549557803,1.0,0.2536047549557803,1.4844162494983977,-0.0,Falso
10.16,1.0,0.26801847176272653,1.6953824518254097,0.7319815282372735,1.4273639800626832,1.95,10,10,-0.7319815282372735,0.26801847176272653,0.26801847176272653,1.0,0.26801847176272653,1.455750900730201,-0.0,Falso
10.17,1.0,0.2821538437749793,1.6819538484137697,0.7178461562250207,1.3998000046387904,1.95,10,10,-0.7178461562250207,0.2821538437749793,0.2821538437749793,1.0,0.2821538437749793,1.4276388810573302,-0.0,Falso
