t,r,y,u,e,e_pp,k_e,estado_id,idx_lut,Gc,Gct,mu1,lambda2,xI,xF,d_term,estado_nome
56.28,1.0,0.9999999999999987,1.0,1.3322676295501878e-15,1.3988810110276974e-15,1.05,12,12,-1.3322676295501878e-15,0.9999999999999987,0.9999999999999987,1.0,0.9999999999999987,-8.556884129179146e-11,0.0,Inconsistente -
56.29,1.0,0.9999999999999987,1.0,1.3322676295501878e-15,1.3988810110276974e-15,1.05,12,12,-1.3322676295501878e-15,0.9999999999999987,0.9999999999999987,1.0,0.9999999999999987,1.603025192757569e-11,-0.0,Inconsistente -
56.300000000000004,1.0,0.9999999999999987,1.0,1.3322676295501878e-15,1.3988810110276974e-15,1.05,12,12,-1.3322676295501878e-15,0.9999999999999987,0.9999999999999987,1.0,0.9999999999999987,1.1734345275807358e-10,-0.0,Inconsistente -
56.31,1.0,0.9999999999999987,1.0,1.3322676295501878e-15,1.3988810110276974e-15,1.05,12,12,-1.3322676295501878e-15,0.9999999999999987,0.9999999999999987,1.0,0.9999999999999987,-8.587764405724946e-11,0.0,Inconsistente -
56.32,1.0,0.9999999999999987,1.0,1.3322676295501878e-15,1.3988810110276974e-15,1.05,12,12,-1.3322676295501878e-15,0.9999999999999987,0.9999999999999987,1.0,0.9999999999999987,-1.1503879939535876e-10,0.0,Inconsistente -
56.33,1.0,0.9999999999999987,1.0,1.3322676295501878e-15,1.3988810110276974e-15,1.05,12,12,-1.3322676295501878e-15,0.9999999999999987,0.9999999999999987,1.0,0.9999999999999987,1.389853218449496e-10,-0.0,Inconsistente -
56.34,1.0,0.9999999999999987,1.0,1.3322676295501878e-15,1.3988810110276974e-15,1.05,12,12,-1.3322676295501878e-15,0.9999999999999987,0.9999999999999987,1.0,0.9999999999999987,1.0967947263289217e-10,-0.0,Inconsistente -
56.35,1.0,0.9999999999999987,1.0,1.3322676295501878e-15,1.3988810110276974e-15,1.05,12,12,-1.3322676295501878e-15,0.9999999999999987,0.9999999999999987,1.0,0.9999999999999987,-1.0505033293195345e-10,0.0,Inconsistente -
56.36,1.0,0.9999999999999987,1.0,1.3322676295501878e-15,1.3988810110276974e-15,1.05,12,12,-1.3322676295501878e-15,0.9999999999999987,0.9999999999999987,1.0,0.9999999999999987,3.959885820956349e-11,-0.0,Inconsistente -
56.370000000000005,1.0,0.9999999999999987,1.0,1.3322676295501878e-15,1.3988810110276974e-15,1.05,12,12,-1.3322676295501878e-15,0.9999999999999987,0.9999999999999987,1.0,0.9999999999999987,1.59919654871074e-10,-0.0,Inconsistente -
56.38,1.0,0.9999999999999987,1.0,1.3322676295501878e-15,1.3988810110276974e-15,1.05,12,12,-1.3322676295501878e-15,0.9999999999999987,0.9999999999999987,1.0,0.9999999999999987,-1.9554213054359617e-11,0.0,Inconsistente -
56.39,1.0,0.9999999999999987,1.0,1.3322676295501878e-15,1.3988810110276974e-15,1.05,12,12,-1.3322676295501878e-15,0.9999999999999987,0.9999999999999987,1.0,0.9999999999999987,2.081973080677329e-11,-0.0,Inconsistente -
56.4,1.0,0.9999999999999987,1.0,1.3322676295501878e-15,1.3988810110276974e-15,1.05,12,12,-1.3322676295501878e-15,0.9999999999999987,0.9999999999999987,1.0,0.9999999999999987,8.31266117209977e-11,-0.0,Inconsistente -
56.410000000000004,1.0,0.9999999999999987,1.0,1.3322676295501878e-15,1.3988810110276974e-15,1.05,12,12,-1.3322676295501878e-15,0.9999999999999987,0.9999999999999987,1.0,0.9999999999999987,-2.1136989342975375e-11,0.0,Inconsistente -
56.42,1.0,0.9999999999999987,1.0,1.3322676295501878e-15,1.3988810110276974e-15,1.05,12,12,-1.3322676295501878e-15,0.9999999999999987,0.9999999999999987,1.0,0.9999999999999987,6.7669687344136e-12,-0.0,Inconsistente -
56.43,1.0,0.9999999999999987,1.0,1.3322676295501878e-15,1.3988810110276974e-15,1.05,12,12,-1.3322676295501878e-15,0.9999999999999987,0.9999999999999987,1.0,0.9999999999999987,5.945121424691497e-11,-0.0,Inconsistente -
56.44,1.0,0.9999999999999987,1.0,1.3322676295501878e-15,1.3988810110276974e-15,1.05,12,12,-1.3322676295501878e-15,0.9999999999999987,0.9999999999999987,1.0,0.9999999999999987,-4.056048738804674e-11,0.0,Inconsistente -
56.45,1.0,0.9999999999999987,1.0,1.3322676295501878e-15,1.3988810110276974e-15,1.05,12,12,-1.3322676295501878e-15,0.9999999999999987,0.9999999999999987,1.0,0.9999999999999987,-3.398438185763395e-11,0.0,Inconsistente -
56.46,1.0,0.9999999999999987,1.0,1.3322676295501878e-15,1.3988810110276974e-15,1.05,12,12,-1.3322676295501878e-15,0.9999999999999987,0.9999999999999987,1.0,0.9999999999999987,7.771260102906951e-11,-0.0,Inconsistente -
56.47,1.0,0.9999999999999987,1.0,1.3322676295501878e-15,1.3988810110276974e-15,1.05,12,12,-1.3322676295501878e-15,0.9999999999999987,0.9999999999999987,1.0,0.9999999999999987,-6.3835172436874886e-12,0.0,Inconsistente -
56.480000000000004,1.0,0.9999999999999987,1.0,1.3322676295501878e-15,1.3988810110276974e-15,1.05,12,12,-1.3322676295501878e-15,0.9999999999999987,0.9999999999999987,1.0,0.9999999999999987,-1.2873291620621295e-10,0.0,Inconsistente -
56.49,1.0,0.9999999999999987,1.0,1.3322676295501878e-15,1.3988810110276974e-15,1.05,12,12,-1.3322676295501878e-15,0.9999999999999987,0.9999999999999987,1.0,0.9999999999999987,1.2861620416708492e-11,-0.0,Inconsistente -
56.5,1.0,0.9999999999999987,1.0,1.3322676295501878e-15,1.3988810110276974e-15,1.05,12,12,-1.3322676295501878e-15,0.9999999999999987,0.9999999999999987,1.0,0.9999999999999987,1.7668555591031292e-10,-0.0,Inconsistente -
56.51,1.0,0.9999999999999987,1.0,1.3322676295501878e-15,1.3988810110276974e-15,1.05,12,12,-1.3322676295501878e-15,0.9999999999999987,0.9999999999999987,1.0,0.9999999999999987,-2.0684528998717815e-12,0.0,Inconsistente -
56.52,1.0,0.9999999999999987,1.0,1.3322676295501878e-15,1.3988810110276974e-15,1.05,12,12,-1.3322676295501878e-15,0.9999999999999987,0.9999999999999987,1.0,0.9999999999999987,-1.6183391456009177e-11,0.0,Inconsistente -
56.53,1.0,0.9999999999999987,1.0,1.3322676295501878e-15,1.3988810110276974e-15,1.05,12,12,-1.3322676295501878e-15,0.9999999999999987,0.9999999999999987,1.0,0.9999999999999987,1.0621447505291821e-10,-0.0,Inconsistente -
56.54,1.0,0.9999999999999987,1.0,1.3322676295501878e-15,1.3988810110276974e-15,1.05,12,12,-1.3322676295501878e-15,0.9999999999999987,0.9999999999999987,1.0,0.9999999999999987,2.570934158292106e-12,-0.0,Inconsistente -
56.550000000000004,1.0,0.9999999999999987,1.0,1.3322676295501878e-15,1.3988810110276974e-15,1.05,12,12,-1.3322676295501878e-15,0.9999999999999987,0.9999999999999987,1.0,0.9999999999999987,-1.264509447125882e-11,0.0,Inconsistente -
56.56,1.0,0.9999999999999987,1.0,1.3322676295501878e-15,1.3988810110276974e-15,1.05,12,12,-1.3322676295501878e-15,0.9999999999999987,0.9999999999999987,1.0,0.9999999999999987,6.421097924983169e-11,-0.0,Inconsistente -
56.57,1.0,0.9999999999999987,1.0,1.3322676295501878e-15,1.3988810110276974e-15,1.05,12,12,-1.3322676295501878e-15,0.9999999999999987,0.9999999999999987,1.0,0.9999999999999987,-1.588669615122065e-11,0.0,Inconsistente -
56.58,1.0,0.9999999999999987,1.0,1.3322676295501878e-15,1.3988810110276974e-15,1.05,12,12,-1.3322676295501878e-15,0.9999999999999987,0.9999999999999987,1.0,0.9999999999999987,-4.615889951786201e-11,0.0,Inconsistente -
56.59,1.0,0.9999999999999987,1.0,1.3322676295501878e-15,1.3988810110276974e-15,1.05,12,12,-1.3322676295501878e-15,0.9999999999999987,0.9999999999999987,1.0,0.9999999999999987,5.318621645587674e-11,-0.0,Inconsistente -
56.6,1.0,0.9999999999999987,1.0,1.3322676295501878e-15,1.3988810110276974e-15,1.05,12,12,-1.3322676295501878e-15,0.9999999999999987,0.9999999999999987,1.0,0.9999999999999987,3.052286353003393e-11,-0.0,Inconsistente -
56.61,1.0,0.9999999999999987,1.0,1.3322676295501878e-15,1.3988810110276974e-15,1.05,12,12,-1.3322676295501878e-15,0.9999999999999987,0.9999999999999987,1.0,0.9999999999999987,-1.1683364847972382e-10,0.0,Inconsistente -
56.620000000000005,1.0,0.9999999999999987,1.0,1.3322676295501878e-15,1.3988810110276974e-15,1.05,12,12,-1.3322676295501878e-15,0.9999999999999987,0.9999999999999987,1.0,0.9999999999999987,-3.486395931970381e-11,0.0,Inconsistente -
56.63,1.0,0.9999999999999987,1.0,1.3322676295501878e-15,1.3988810110276974e-15,1.05,12,12,-1.3322676295501878e-15,0.9999999999999987,0.9999999999999987,1.0,0.9999999999999987,1.625449237222946e-10,-0.0,Inconsistente -
56.64,1.0,0.9999999999999987,1.0,1.3322676295501878e-15,1.3988810110276974e-15,1.05,12,12,-1.3322676295501878e-15,0.9999999999999987,0.9999999999999987,1.0,0.9999999999999987,3.21725635220246e-11,-0.0,Inconsistente -
56.65,1.0,0.9999999999999987,1.0,1.3322676295501878e-15,1.3988810110276974e-15,1.05,12,12,-1.3322676295501878e-15,0.9999999999999987,0.9999999999999987,1.0,0.9999999999999987,-3.8857887511630115e-11,0.0,Inconsistente -
56.660000000000004,1.0,0.9999999999999987,1.0,1.3322676295501878e-15,1.3988810110276974e-15,1.05,12,12,-1.3322676295501878e-15,0.9999999999999987,0.9999999999999987,1.0,0.9999999999999987,8.998197055992339e-11,-0.0,Inconsistente -
56.67,1.0,0.9999999999999987,1.0,1.3322676295501878e-15,1.3988810110276974e-15,1.05,12,12,-1.3322676295501878e-15,0.9999999999999987,0.9999999999999987,1.0,0.9999999999999987,2.8326348913899326e-11,-0.0,Inconsistente -
56.68,1.0,0.9999999999999987,1.0,1.3322676295501878e-15,1.3988810110276974e-15,1.05,12,12,-1.3322676295501878e-15,0.9999999999999987,0.9999999999999987,1.0,0.9999999999999987,-2.7034636170575832e-11,0.0,Inconsistente -
56.69,1.0,0.9999999999999987,1.0,1.3322676295501878e-15,1.3988810110276974e-15,1.05,12,12,-1.3322676295501878e-15,0.9999999999999987,0.9999999999999987,1.0,0.9999999999999987,5.264600500522787e-11,-0.0,Inconsistente -
56.7,1.0,0.9999999999999987,1.0,1.3322676295501878e-15,1.3988810110276974e-15,1.05,12,12,-1.3322676295501878e-15,0.9999999999999987,0.9999999999999987,1.0,0.9999999999999987,1.3010453651354318e-11,-0.0,Inconsistente -
56.71,1.0,0.9999999999999987,1.0,1.3322676295501878e-15,1.3988810110276974e-15,1.05,12,12,-1.3322676295501878e-15,0.9999999999999987,0.9999999999999987,1.0,0.9999999999999987,-5.582858322490116e-11,0.0,Inconsistente -
56.72,1.0,0.9999999999999987,1.0,1.3322676295501878e-15,1.3988810110276974e-15,1.05,12,12,-1.3322676295501878e-15,0.9999999999999987,0.9999999999999987,1.0,0.9999999999999987,2.3554087754606596e-11,-0.0,Inconsistente -
56.730000000000004,1.0,0.9999999999999987,1.0,1.3322676295501878e-15,1.3988810110276974e-15,1.05,12,12,-1.3322676295501878e-15,0.9999999999999987,0.9999999999999987,1.0,0.9999999999999987,7.105145060940405e-11,-0.0,Inconsistente -
56.74,1.0,0.9999999999999987,1.0,1.3322676295501878e-15,1.3988810110276974e-15,1.05,12,12,-1.3322676295501878e-15,0.9999999999999987,0.9999999999999987,1.0,0.9999999999999987,-9.072474472546407e-11,0.0,Inconsistente -
56.75,1.0,0.9999999999999987,1.0,1.3322676295501878e-15,1.3988810110276974e-15,1.05,12,12,-1.3322676295501878e-15,0.9999999999999987,0.9999999999999987,1.0,0.9999999999999987,-7.893414962791861e-11,0.0,Inconsistente -
56.76,1.0,0.9999999999999987,1.0,1.3322676295501878e-15,1.3988810110276974e-15,1.05,12,12,-1.3322676295501878e-15,0.9999999999999987,0.9999999999999987,1.0,0.9999999999999987,1.2775805464335234e-10,-0.0,Inconsistente -
56.77,1.0,0.9999999999999987,1.0,1.3322676295501878e-15,1.3988810110276974e-15,1.05,12,12,-1.3322676295501878e-15,0.9999999999999987,0.9999999999999987,1.0,0.9999999999999987,7.842967276126217e-11,-0.0,Inconsistente -
56.78,1.0,0.9999999999999987,1.0,1.3322676295501878e-15,1.3988810110276974e-15,1.05,12,12,-1.3322676295501878e-15,0.9999999999999987,0.9999999999999987,1.0,0.9999999999999987,-4.7585038990350136e-11,0.0,Inconsistente -
56.79,1.0,0.9999999999999987,1.0,1.3322676295501878e-15,1.3988810110276974e-15,1.05,12,12,-1.3322676295501878e-15,0.9999999999999987,0.9999999999999987,1.0,0.9999999999999987,5.75142863342269e-11,-0.0,Inconsistente -
56.800000000000004,1.0,0.9999999999999987,1.0,1.3322676295501878e-15,1.3988810110276974e-15,1.05,12,12,-1.3322676295501878e-15,0.9999999999999987,0.9999999999999987,1.0,0.9999999999999987,6.064679909414314e-11,-0.0,Inconsistente -
56.81,1.0,0.9999999999999987,1.0,1.3322676295501878e-15,1.3988810110276974e-15,1.05,12,12,-1.3322676295501878e-15,0.9999999999999987,0.9999999999999987,1.0,0.9999999999999987,-3.0239086737593275e-11,0.0,Inconsistente -
56.82,1.0,0.9999999999999987,1.0,1.3322676295501878e-15,1.3988810110276974e-15,1.05,12,12,-1.3322676295501878e-15,0.9999999999999987,0.9999999999999987,1.0,0.9999999999999987,2.992910096701321e-11,-0.0,Inconsistente -
56.83,1.0,0.9999999999999987,1.0,1.3322676295501878e-15,1.3988810110276974e-15,1.05,12,12,-1.3322676295501878e-15,0.9999999999999987,0.9999999999999987,1.0,0.9999999999999987,4.2770042031868836e-11,-0.0,Inconsistente -
56.84,1.0,0.9999999999999987,1.0,1.3322676295501878e-15,1.3988810110276974e-15,1.05,12,12,-1.3322676295501878e-15,0.9999999999999987,0.9999999999999987,1.0,0.9999999999999987,-5.1865723473091156e-11,0.0,Inconsistente -
56.85,1.0,0.9999999999999987,1.0,1.3322676295501878e-15,1.3988810110276974e-15,1.05,12,12,-1.3322676295501878e-15,0.9999999999999987,0.9999999999999987,1.0,0.9999999999999987,-6.94493933785969e-12,0.0,Inconsistente -
56.86,1.0,0.9999999999999987,1.0,1.3322676295501878e-15,1.3988810110276974e-15,1.05,12,12,-1.3322676295501878e-15,0.9999999999999987,0.9999999999999987,1.0,0.9999999999999987,8.624576704197557e-11,-0.0,Inconsistente -
56.870000000000005,1.0,0.9999999999999987,1.0,1.3322676295501878e-15,1.3988810110276974e-15,1.05,12,12,-1.3322676295501878e-15,0.9999999999999987,0.9999999999999987,1.0,0.9999999999999987,-5.2127194674344326e-11,0.0,Inconsistente -
56.88,1.0,0.9999999999999987,1.0,1.3322676295501878e-15,1.3988810110276974e-15,1.05,12,12,-1.3322676295501878e-15,0.9999999999999987,0.9999999999999987,1.0,0.9999999999999987,-1.0575529749499549e-10,0.0,Inconsistente -
56.89,1.0,0.9999999999999987,1.0,1.3322676295501878e-15,1.3988810110276974e-15,1.05,12,12,-1.3322676295501878e-15,0.9999999999999987,0.9999999999999987,1.0,0.9999999999999987,7.784893725952641e-11,-0.0,Inconsistente -
56.9,1.0,0.9999999999999987,1.0,1.3322676295501878e-15,1.3988810110276974e-15,1.05,12,12,-1.3322676295501878e-15,0.9999999999999987,0.9999999999999987,1.0,0.9999999999999987,1.227956477652033e-10,-0.0,Inconsistente -
56.910000000000004,1.0,0.9999999999999987,1.0,1.3322676295501878e-15,1.3988810110276974e-15,1.05,12,12,-1.3322676295501878e-15,0.9999999999999987,0.9999999999999987,1.0,0.9999999999999987,-4.027294482022666e-11,0.0,Inconsistente -
56.92,1.0,0.9999999999999987,1.0,1.3322676295501878e-15,1.3988810110276974e-15,1.05,12,12,-1.3322676295501878e-15,0.9999999999999987,0.9999999999999987,1.0,0.9999999999999987,1.952926774108443e-11,-0.0,Inconsistente -
56.93,1.0,0.9999999999999987,1.0,1.3322676295501878e-15,1.3988810110276974e-15,1.05,12,12,-1.3322676295501878e-15,0.9999999999999987,0.9999999999999987,1.0,0.9999999999999987,9.144658630893632e-11,-0.0,Inconsistente -
56.94,1.0,0.9999999999999987,1.0,1.3322676295501878e-15,1.3988810110276974e-15,1.05,12,12,-1.3322676295501878e-15,0.9999999999999987,0.9999999999999987,1.0,0.9999999999999987,-2.2087159389067483e-11,0.0,Inconsistente -
56.95,1.0,0.9999999999999987,1.0,1.3322676295501878e-15,1.3988810110276974e-15,1.05,12,12,-1.3322676295501878e-15,0.9999999999999987,0.9999999999999987,1.0,0.9999999999999987,4.417933034763207e-12,-0.0,Inconsistente -
56.96,1.0,0.9999999999999987,1.0,1.3322676295501878e-15,1.3988810110276974e-15,1.05,12,12,-1.3322676295501878e-15,0.9999999999999987,0.9999999999999987,1.0,0.9999999999999987,6.655620761282241e-11,-0.0,Inconsistente -
56.97,1.0,0.9999999999999987,1.0,1.3322676295501878e-15,1.3988810110276974e-15,1.05,12,12,-1.3322676295501878e-15,0.9999999999999987,0.9999999999999987,1.0,0.9999999999999987,-3.674212228767816e-11,0.0,Inconsistente -
56.980000000000004,1.0,0.9999999999999987,1.0,1.3322676295501878e-15,1.3988810110276974e-15,1.05,12,12,-1.3322676295501878e-15,0.9999999999999987,0.9999999999999987,1.0,0.9999999999999987,-3.3342650587949785e-11,0.0,Inconsistente -
56.99,1.0,0.9999999999999987,1.0,1.3322676295501878e-15,1.3988810110276974e-15,1.05,12,12,-1.3322676295501878e-15,0.9999999999999987,0.9999999999999987,1.0,0.9999999999999987,7.808022408210157e-11,-0.0,Inconsistente -
57.0,1.0,0.9999999999999987,1.0,1.3322676295501878e-15,1.3988810110276974e-15,1.05,12,12,-1.3322676295501878e-15,0.9999999999999987,0.9999999999999987,1.0,0.9999999999999987,-6.135105546958022e-12,0.0,Inconsistente -
57.01,1.0,0.9999999999999987,1.0,1.3322676295501878e-15,1.3988810110276974e-15,1.05,12,12,-1.3322676295501878e-15,0.9999999999999987,0.9999999999999987,1.0,0.9999999999999987,-1.1553299349514254e-10,0.0,Inconsistente -
57.02,1.0,0.9999999999999987,1.0,1.3322676295501878e-15,1.3988810110276974e-15,1.05,12,12,-1.3322676295501878e-15,0.9999999999999987,0.9999999999999987,1.0,0.9999999999999987,2.343032210958436e-11,-0.0,Inconsistente -
57.03,1.0,0.9999999999999987,1.0,1.3322676295501878e-15,1.3988810110276974e-15,1.05,12,12,-1.3322676295501878e-15,0.9999999999999987,0.9999999999999987,1.0,0.9999999999999987,1.5664228716952792e-10,-0.0,Inconsistente -
57.04,1.0,0.9999999999999987,1.0,1.3322676295501878e-15,1.3988810110276974e-15,1.05,12,12,-1.3322676295501878e-15,0.9999999999999987,0.9999999999999987,1.0,0.9999999999999987,-1.7660305972270246e-11,0.0,Inconsistente -
57.050000000000004,1.0,0.9999999999999987,1.0,1.3322676295501878e-15,1.3988810110276974e-15,1.05,12,12,-1.3322676295501878e-15,0.9999999999999987,0.9999999999999987,1.0,0.9999999999999987,-1.514425800367059e-11,0.0,Inconsistente -
57.06,1.0,0.9999999999999987,1.0,1.3322676295501878e-15,1.3988810110276974e-15,1.05,12,12,-1.3322676295501878e-15,0.9999999999999987,0.9999999999999987,1.0,0.9999999999999987,1.0759784781008113e-10,-0.0,Inconsistente -
57.07,1.0,0.9999999999999987,1.0,1.3322676295501878e-15,1.3988810110276974e-15,1.05,12,12,-1.3322676295501878e-15,0.9999999999999987,0.9999999999999987,1.0,0.9999999999999987,-2.856924357991722e-12,0.0,Inconsistente -
57.08,1.0,0.9999999999999987,1.0,1.3322676295501878e-15,1.3988810110276974e-15,1.05,12,12,-1.3322676295501878e-15,0.9999999999999987,0.9999999999999987,1.0,0.9999999999999987,-1.774776649569701e-11,0.0,Inconsistente -
57.09,1.0,0.9999999999999987,1.0,1.3322676295501878e-15,1.3988810110276974e-15,1.05,12,12,-1.3322676295501878e-15,0.9999999999999987,0.9999999999999987,1.0,0.9999999999999987,7.091368462595368e-11,-0.0,Inconsistente -
57.1,1.0,0.9999999999999987,1.0,1.3322676295501878e-15,1.3988810110276974e-15,1.05,12,12,-1.3322676295501878e-15,0.9999999999999987,0.9999999999999987,1.0,0.9999999999999987,-1.2161286929198716e-11,0.0,Inconsistente -
57.11,1.0,0.9999999999999987,1.0,1.3322676295501878e-15,1.3988810110276974e-15,1.05,12,12,-1.3322676295501878e-15,0.9999999999999987,0.9999999999999987,1.0,0.9999999999999987,-5.1318597004253254e-11,0.0,Inconsistente -
57.120000000000005,1.0,0.9999999999999987,1.0,1.3322676295501878e-15,1.3988810110276974e-15,1.05,12,12,-1.3322676295501878e-15,0.9999999999999987,0.9999999999999987,1.0,0.9999999999999987,5.463624948701218e-11,-0.0,Inconsistente -
57.13,1.0,0.9999999999999987,1.0,1.3322676295501878e-15,1.3988810110276974e-15,1.05,12,12,-1.3322676295501878e-15,0.9999999999999987,0.9999999999999987,1.0,0.9999999999999987,3.9423482327321635e-11,-0.0,Inconsistente -
57.14,1.0,0.9999999999999987,1.0,1.3322676295501878e-15,1.3988810110276974e-15,1.05,12,12,-1.3322676295501878e-15,0.9999999999999987,0.9999999999999987,1.0,0.9999999999999987,-1.0773447064729197e-10,0.0,Inconsistente -
57.15,1.0,0.9999999999999987,1.0,1.3322676295501878e-15,1.3988810110276974e-15,1.05,12,12,-1.3322676295501878e-15,0.9999999999999987,0.9999999999999987,1.0,0.9999999999999987,-2.73624658872791e-11,0.0,Inconsistente -
57.160000000000004,1.0,0.9999999999999987,1.0,1.3322676295501878e-15,1.3988810110276974e-15,1.05,12,12,-1.3322676295501878e-15,0.9999999999999987,0.9999999999999987,1.0,0.9999999999999987,1.5674316716790215e-10,-0.0,Inconsistente -
57.17,1.0,0.9999999999999987,1.0,1.3322676295501878e-15,1.3988810110276974e-15,1.05,12,12,-1.3322676295501878e-15,0.9999999999999987,0.9999999999999987,1.0,0.9999999999999987,1.736876484293535e-11,-0.0,Inconsistente -
57.18,1.0,0.9999999999999987,1.0,1.3322676295501878e-15,1.3988810110276974e-15,1.05,12,12,-1.3322676295501878e-15,0.9999999999999987,0.9999999999999987,1.0,0.9999999999999987,-4.0224061705021393e-11,0.0,Inconsistente -
57.19,1.0,0.9999999999999987,1.0,1.3322676295501878e-15,1.3988810110276974e-15,1.05,12,12,-1.3322676295501878e-15,0.9999999999999987,0.9999999999999987,1.0,0.9999999999999987,9.403604909771379e-11,-0.0,Inconsistente -
57.2,1.0,0.9999999999999987,1.0,1.3322676295501878e-15,1.3988810110276974e-15,1.05,12,12,-1.3322676295501878e-15,0.9999999999999987,0.9999999999999987,1.0,0.9999999999999987,2.5077831803385238e-11,-0.0,Inconsistente -
57.21,1.0,0.9999999999999987,1.0,1.3322676295501878e-15,1.3988810110276974e-15,1.05,12,12,-1.3322676295501878e-15,0.9999999999999987,0.9999999999999987,1.0,0.9999999999999987,-3.214936464207744e-11,0.0,Inconsistente -
57.22,1.0,0.9999999999999987,1.0,1.3322676295501878e-15,1.3988810110276974e-15,1.05,12,12,-1.3322676295501878e-15,0.9999999999999987,0.9999999999999987,1.0,0.9999999999999987,5.623626413687798e-11,-0.0,Inconsistente -
57.230000000000004,1.0,0.9999999999999987,1.0,1.3322676295501878e-15,1.3988810110276974e-15,1.05,12,12,-1.3322676295501878e-15,0.9999999999999987,0.9999999999999987,1.0,0.9999999999999987,1.813158255311616e-11,-0.0,Inconsistente -
57.24,1.0,0.9999999999999987,1.0,1.3322676295501878e-15,1.3988810110276974e-15,1.05,12,12,-1.3322676295501878e-15,0.9999999999999987,0.9999999999999987,1.0,0.9999999999999987,-5.84442660948156e-11,0.0,Inconsistente -
57.25,1.0,0.9999999999999987,1.0,1.3322676295501878e-15,1.3988810110276974e-15,1.05,12,12,-1.3322676295501878e-15,0.9999999999999987,0.9999999999999987,1.0,0.9999999999999987,2.3893015676810192e-11,-0.0,Inconsistente -
57.26,1.0,0.9999999999999987,1.0,1.3322676295501878e-15,1.3988810110276974e-15,1.05,12,12,-1.3322676295501878e-15,0.9999999999999987,0.9999999999999987,1.0,0.9999999999999987,7.565797867859625e-11,-0.0,Inconsistente -
57.27,1.0,0.9999999999999987,1.0,1.3322676295501878e-15,1.3988810110276974e-15,1.05,12,12,-1.3322676295501878e-15,0.9999999999999987,0.9999999999999987,1.0,0.9999999999999987,-8.408716290464275e-11,0.0,Inconsistente -
57.28,1.0,0.9999999999999987,1.0,1.3322676295501878e-15,1.3988810110276974e-15,1.05,12,12,-1.3322676295501878e-15,0.9999999999999987,0.9999999999999987,1.0,0.9999999999999987,-6.857486496763661e-11,0.0,Inconsistente -
57.29,1.0,0.9999999999999987,1.0,1.3322676295501878e-15,1.3988810110276974e-15,1.05,12,12,-1.3322676295501878e-15,0.9999999999999987,0.9999999999999987,1.0,0.9999999999999987,1.2867221453152044e-10,-0.0,Inconsistente -
57.300000000000004,1.0,0.9999999999999987,1.0,1.3322676295501878e-15,1.3988810110276974e-15,1.05,12,12,-1.3322676295501878e-15,0.9999999999999987,0.9999999999999987,1.0,0.9999999999999987,4.114845075401967e-11,-0.0,Inconsistente -
57.31,1.0,0.9999999999999987,1.0,1.3322676295501878e-15,1.3988810110276974e-15,1.05,12,12,-1.3322676295501878e-15,0.9999999999999987,0.9999999999999987,1.0,0.9999999999999987,-1.3470562831680576e-10,0.0,Inconsistente -
57.32,1.0,0.9999999999999987,1.0,1.3322676295501878e-15,1.3988810110276974e-15,1.05,12,12,-1.3322676295501878e-15,0.9999999999999987,0.9999999999999987,1.0,0.9999999999999987,3.78699450977521e-11,-0.0,Inconsistente -
57.33,1.0,0.9999999999999987,1.0,1.3322676295501878e-15,1.3988810110276974e-15,1.05,12,12,-1.3322676295501878e-15,0.9999999999999987,0.9999999999999987,1.0,0.9999999999999987,1.8471909939596494e-10,-0.0,Inconsistente -
57.34,1.0,0.9999999999999987,1.0,1.3322676295501878e-15,1.3988810110276974e-15,1.05,12,12,-1.3322676295501878e-15,0.9999999999999987,0.9999999999999987,1.0,0.9999999999999987,-3.8453058904039135e-11,0.0,Inconsistente -
57.35,1.0,0.9999999999999987,1.0,1.3322676295501878e-15,1.3988810110276974e-15,1.05,12,12,-1.3322676295501878e-15,0.9999999999999987,0.9999999999999987,1.0,0.9999999999999987,-8.338146774965944e-12,0.0,Inconsistente -
57.36,1.0,0.9999999999999987,1.0,1.3322676295501878e-15,1.3988810110276974e-15,1.05,12,12,-1.3322676295501878e-15,0.9999999999999987,0.9999999999999987,1.0,0.9999999999999987,1.3930282262788407e-10,-0.0,Inconsistente -
57.370000000000005,1.0,0.9999999999999987,1.0,1.3322676295501878e-15,1.3988810110276974e-15,1.05,12,12,-1.3322676295501878e-15,0.9999999999999987,0.9999999999999987,1.0,0.9999999999999987,-2.9273088796366653e-12,0.0,Inconsistente -
57.38,1.0,0.9999999999999987,1.0,1.3322676295501878e-15,1.3988810110276974e-15,1.05,12,12,-1.3322676295501878e-15,0.9999999999999987,0.9999999999999987,1.0,0.9999999999999987,-5.314003203772993e-12,0.0,Inconsistente -
57.39,1.0,0.9999999999999987,1.0,1.3322676295501878e-15,1.3988810110276974e-15,1.05,12,12,-1.3322676295501878e-15,0.9999999999999987,0.9999999999999987,1.0,0.9999999999999987,8.002262510251834e-11,-0.0,Inconsistente -
57.4,1.0,0.9999999999999987,1.0,1.3322676295501878e-15,1.3988810110276974e-15,1.05,12,12,-1.3322676295501878e-15,0.9999999999999987,0.9999999999999987,1.0,0.9999999999999987,-1.722635978923988e-11,0.0,Inconsistente -
57.410000000000004,1.0,0.9999999999999987,1.0,1.3322676295501878e-15,1.3988810110276974e-15,1.05,12,12,-1.3322676295501878e-15,0.9999999999999987,0.9999999999999987,1.0,0.9999999999999987,-2.4964326900116862e-11,0.0,Inconsistente -
